center,left,right,steering,throttle,brake,speed
IMG/center_2021_04_13_19_39_51_717.jpg,IMG/left_2021_04_13_19_39_51_717.jpg,IMG/right_2021_04_13_19_39_51_717.jpg,0,0,0,9.08E-05
IMG/center_2021_04_13_19_39_51_786.jpg,IMG/left_2021_04_13_19_39_51_786.jpg,IMG/right_2021_04_13_19_39_51_786.jpg,0,0,0,0.000105122
IMG/center_2021_04_13_19_39_51_856.jpg,IMG/left_2021_04_13_19_39_51_856.jpg,IMG/right_2021_04_13_19_39_51_856.jpg,0,0,0,0.000130304
IMG/center_2021_04_13_19_39_51_925.jpg,IMG/left_2021_04_13_19_39_51_925.jpg,IMG/right_2021_04_13_19_39_51_925.jpg,0,0,0,0.000152626
IMG/center_2021_04_13_19_39_51_996.jpg,IMG/left_2021_04_13_19_39_51_996.jpg,IMG/right_2021_04_13_19_39_51_996.jpg,0,0.1250661,0,0.03523976
IMG/center_2021_04_13_19_39_52_064.jpg,IMG/left_2021_04_13_19_39_52_064.jpg,IMG/right_2021_04_13_19_39_52_064.jpg,0,0.2898072,0,0.2284507
IMG/center_2021_04_13_19_39_52_135.jpg,IMG/left_2021_04_13_19_39_52_135.jpg,IMG/right_2021_04_13_19_39_52_135.jpg,0,0.5431299,0,0.6239904
IMG/center_2021_04_13_19_39_52_204.jpg,IMG/left_2021_04_13_19_39_52_204.jpg,IMG/right_2021_04_13_19_39_52_204.jpg,0,0.7087995,0,1.077424
IMG/center_2021_04_13_19_39_52_286.jpg,IMG/left_2021_04_13_19_39_52_286.jpg,IMG/right_2021_04_13_19_39_52_286.jpg,0,0.9502881,0,1.880401
IMG/center_2021_04_13_19_39_52_359.jpg,IMG/left_2021_04_13_19_39_52_359.jpg,IMG/right_2021_04_13_19_39_52_359.jpg,0,1,0,2.741807
IMG/center_2021_04_13_19_39_52_426.jpg,IMG/left_2021_04_13_19_39_52_426.jpg,IMG/right_2021_04_13_19_39_52_426.jpg,0,1,0,3.422606
IMG/center_2021_04_13_19_39_52_499.jpg,IMG/left_2021_04_13_19_39_52_499.jpg,IMG/right_2021_04_13_19_39_52_499.jpg,0,0.7834084,0,4.254894
IMG/center_2021_04_13_19_39_52_567.jpg,IMG/left_2021_04_13_19_39_52_567.jpg,IMG/right_2021_04_13_19_39_52_567.jpg,0,0.6168232,0,4.725974
IMG/center_2021_04_13_19_39_52_638.jpg,IMG/left_2021_04_13_19_39_52_638.jpg,IMG/right_2021_04_13_19_39_52_638.jpg,0,0.3663388,0,5.1442
IMG/center_2021_04_13_19_39_52_710.jpg,IMG/left_2021_04_13_19_39_52_710.jpg,IMG/right_2021_04_13_19_39_52_710.jpg,0,0.1486486,0,5.331428
IMG/center_2021_04_13_19_39_52_781.jpg,IMG/left_2021_04_13_19_39_52_781.jpg,IMG/right_2021_04_13_19_39_52_781.jpg,0,0,0,5.328799
IMG/center_2021_04_13_19_39_52_851.jpg,IMG/left_2021_04_13_19_39_52_851.jpg,IMG/right_2021_04_13_19_39_52_851.jpg,0,0,0,5.285969
IMG/center_2021_04_13_19_39_52_922.jpg,IMG/left_2021_04_13_19_39_52_922.jpg,IMG/right_2021_04_13_19_39_52_922.jpg,0,0,0,5.254075
IMG/center_2021_04_13_19_39_52_992.jpg,IMG/left_2021_04_13_19_39_52_992.jpg,IMG/right_2021_04_13_19_39_52_992.jpg,0,0,0,5.211848
IMG/center_2021_04_13_19_39_53_063.jpg,IMG/left_2021_04_13_19_39_53_063.jpg,IMG/right_2021_04_13_19_39_53_063.jpg,0,0,0,5.1804
IMG/center_2021_04_13_19_39_53_137.jpg,IMG/left_2021_04_13_19_39_53_137.jpg,IMG/right_2021_04_13_19_39_53_137.jpg,0,0,0,5.138764
IMG/center_2021_04_13_19_39_53_207.jpg,IMG/left_2021_04_13_19_39_53_207.jpg,IMG/right_2021_04_13_19_39_53_207.jpg,0,0,0,5.107758
IMG/center_2021_04_13_19_39_53_282.jpg,IMG/left_2021_04_13_19_39_53_282.jpg,IMG/right_2021_04_13_19_39_53_282.jpg,0,0,0,5.066708
IMG/center_2021_04_13_19_39_53_353.jpg,IMG/left_2021_04_13_19_39_53_353.jpg,IMG/right_2021_04_13_19_39_53_353.jpg,0,0,0,5.025989
IMG/center_2021_04_13_19_39_53_428.jpg,IMG/left_2021_04_13_19_39_53_428.jpg,IMG/right_2021_04_13_19_39_53_428.jpg,0,0,0,4.995664
IMG/center_2021_04_13_19_39_53_502.jpg,IMG/left_2021_04_13_19_39_53_502.jpg,IMG/right_2021_04_13_19_39_53_502.jpg,0,0,0,4.955513
IMG/center_2021_04_13_19_39_53_573.jpg,IMG/left_2021_04_13_19_39_53_573.jpg,IMG/right_2021_04_13_19_39_53_573.jpg,0,0,0,4.915687
IMG/center_2021_04_13_19_39_53_649.jpg,IMG/left_2021_04_13_19_39_53_649.jpg,IMG/right_2021_04_13_19_39_53_649.jpg,0,0,0,4.886027
IMG/center_2021_04_13_19_39_53_725.jpg,IMG/left_2021_04_13_19_39_53_725.jpg,IMG/right_2021_04_13_19_39_53_725.jpg,0,0,0,4.846759
IMG/center_2021_04_13_19_39_53_794.jpg,IMG/left_2021_04_13_19_39_53_794.jpg,IMG/right_2021_04_13_19_39_53_794.jpg,0,0,0,4.807807
IMG/center_2021_04_13_19_39_53_868.jpg,IMG/left_2021_04_13_19_39_53_868.jpg,IMG/right_2021_04_13_19_39_53_868.jpg,0,0,0,4.778799
IMG/center_2021_04_13_19_39_53_938.jpg,IMG/left_2021_04_13_19_39_53_938.jpg,IMG/right_2021_04_13_19_39_53_938.jpg,0,0,0,4.740392
IMG/center_2021_04_13_19_39_54_008.jpg,IMG/left_2021_04_13_19_39_54_008.jpg,IMG/right_2021_04_13_19_39_54_008.jpg,0,0.1616679,0,4.7831
IMG/center_2021_04_13_19_39_54_088.jpg,IMG/left_2021_04_13_19_39_54_088.jpg,IMG/right_2021_04_13_19_39_54_088.jpg,0,0.4057407,0,5.058297
IMG/center_2021_04_13_19_39_54_157.jpg,IMG/left_2021_04_13_19_39_54_157.jpg,IMG/right_2021_04_13_19_39_54_157.jpg,0,0.6588531,0,5.572362
IMG/center_2021_04_13_19_39_54_234.jpg,IMG/left_2021_04_13_19_39_54_234.jpg,IMG/right_2021_04_13_19_39_54_234.jpg,0,0.8868603,0,6.289522
IMG/center_2021_04_13_19_39_54_311.jpg,IMG/left_2021_04_13_19_39_54_311.jpg,IMG/right_2021_04_13_19_39_54_311.jpg,0,1,0,7.185248
IMG/center_2021_04_13_19_39_54_387.jpg,IMG/left_2021_04_13_19_39_54_387.jpg,IMG/right_2021_04_13_19_39_54_387.jpg,0,1,0,7.867567
IMG/center_2021_04_13_19_39_54_463.jpg,IMG/left_2021_04_13_19_39_54_463.jpg,IMG/right_2021_04_13_19_39_54_463.jpg,0,1,0,8.770959
IMG/center_2021_04_13_19_39_54_540.jpg,IMG/left_2021_04_13_19_39_54_540.jpg,IMG/right_2021_04_13_19_39_54_540.jpg,0,0.7666219,0,9.544227
IMG/center_2021_04_13_19_39_54_614.jpg,IMG/left_2021_04_13_19_39_54_614.jpg,IMG/right_2021_04_13_19_39_54_614.jpg,0,0.5439197,0,10.09278
IMG/center_2021_04_13_19_39_54_688.jpg,IMG/left_2021_04_13_19_39_54_688.jpg,IMG/right_2021_04_13_19_39_54_688.jpg,0,0.3225275,0,10.35125
IMG/center_2021_04_13_19_39_54_760.jpg,IMG/left_2021_04_13_19_39_54_760.jpg,IMG/right_2021_04_13_19_39_54_760.jpg,0,0.1062548,0,10.46627
IMG/center_2021_04_13_19_39_54_834.jpg,IMG/left_2021_04_13_19_39_54_834.jpg,IMG/right_2021_04_13_19_39_54_834.jpg,0,0,0,10.40329
IMG/center_2021_04_13_19_39_54_906.jpg,IMG/left_2021_04_13_19_39_54_906.jpg,IMG/right_2021_04_13_19_39_54_906.jpg,0,0,0,10.34051
IMG/center_2021_04_13_19_39_54_981.jpg,IMG/left_2021_04_13_19_39_54_981.jpg,IMG/right_2021_04_13_19_39_54_981.jpg,0,0,0,10.2574
IMG/center_2021_04_13_19_39_55_058.jpg,IMG/left_2021_04_13_19_39_55_058.jpg,IMG/right_2021_04_13_19_39_55_058.jpg,0,0,0,10.17494
IMG/center_2021_04_13_19_39_55_133.jpg,IMG/left_2021_04_13_19_39_55_133.jpg,IMG/right_2021_04_13_19_39_55_133.jpg,0,0,0,10.09316
IMG/center_2021_04_13_19_39_55_206.jpg,IMG/left_2021_04_13_19_39_55_206.jpg,IMG/right_2021_04_13_19_39_55_206.jpg,0,0,0,10.03225
IMG/center_2021_04_13_19_39_55_277.jpg,IMG/left_2021_04_13_19_39_55_277.jpg,IMG/right_2021_04_13_19_39_55_277.jpg,0,0,0,9.951609
IMG/center_2021_04_13_19_39_55_348.jpg,IMG/left_2021_04_13_19_39_55_348.jpg,IMG/right_2021_04_13_19_39_55_348.jpg,0,0,0,9.891554
IMG/center_2021_04_13_19_39_55_419.jpg,IMG/left_2021_04_13_19_39_55_419.jpg,IMG/right_2021_04_13_19_39_55_419.jpg,0,0,0,9.812046
IMG/center_2021_04_13_19_39_55_492.jpg,IMG/left_2021_04_13_19_39_55_492.jpg,IMG/right_2021_04_13_19_39_55_492.jpg,0,0,0,9.733176
IMG/center_2021_04_13_19_39_55_567.jpg,IMG/left_2021_04_13_19_39_55_567.jpg,IMG/right_2021_04_13_19_39_55_567.jpg,0,0,0,9.674441
IMG/center_2021_04_13_19_39_55_642.jpg,IMG/left_2021_04_13_19_39_55_642.jpg,IMG/right_2021_04_13_19_39_55_642.jpg,0,0,0,9.596677
IMG/center_2021_04_13_19_39_55_712.jpg,IMG/left_2021_04_13_19_39_55_712.jpg,IMG/right_2021_04_13_19_39_55_712.jpg,0,0,0,9.519539
IMG/center_2021_04_13_19_39_55_795.jpg,IMG/left_2021_04_13_19_39_55_795.jpg,IMG/right_2021_04_13_19_39_55_795.jpg,0,0,0,9.443022
IMG/center_2021_04_13_19_39_55_862.jpg,IMG/left_2021_04_13_19_39_55_862.jpg,IMG/right_2021_04_13_19_39_55_862.jpg,0,0,0,9.386037
IMG/center_2021_04_13_19_39_55_945.jpg,IMG/left_2021_04_13_19_39_55_945.jpg,IMG/right_2021_04_13_19_39_55_945.jpg,0,0,0,9.31059
IMG/center_2021_04_13_19_39_56_012.jpg,IMG/left_2021_04_13_19_39_56_012.jpg,IMG/right_2021_04_13_19_39_56_012.jpg,0,0,0,9.235751
IMG/center_2021_04_13_19_39_56_091.jpg,IMG/left_2021_04_13_19_39_56_091.jpg,IMG/right_2021_04_13_19_39_56_091.jpg,0,0,0,9.161514
IMG/center_2021_04_13_19_39_56_172.jpg,IMG/left_2021_04_13_19_39_56_172.jpg,IMG/right_2021_04_13_19_39_56_172.jpg,0,0,0,9.087876
IMG/center_2021_04_13_19_39_56_252.jpg,IMG/left_2021_04_13_19_39_56_252.jpg,IMG/right_2021_04_13_19_39_56_252.jpg,0,0,0,9.014826
IMG/center_2021_04_13_19_39_56_331.jpg,IMG/left_2021_04_13_19_39_56_331.jpg,IMG/right_2021_04_13_19_39_56_331.jpg,0,0,0,8.942368
IMG/center_2021_04_13_19_39_56_407.jpg,IMG/left_2021_04_13_19_39_56_407.jpg,IMG/right_2021_04_13_19_39_56_407.jpg,0,0,0,8.888408
IMG/center_2021_04_13_19_39_56_485.jpg,IMG/left_2021_04_13_19_39_56_485.jpg,IMG/right_2021_04_13_19_39_56_485.jpg,0,0,0,8.816966
IMG/center_2021_04_13_19_39_56_563.jpg,IMG/left_2021_04_13_19_39_56_563.jpg,IMG/right_2021_04_13_19_39_56_563.jpg,0,0,0,8.746099
IMG/center_2021_04_13_19_39_56_637.jpg,IMG/left_2021_04_13_19_39_56_637.jpg,IMG/right_2021_04_13_19_39_56_637.jpg,0,0,0,8.675801
IMG/center_2021_04_13_19_39_56_709.jpg,IMG/left_2021_04_13_19_39_56_709.jpg,IMG/right_2021_04_13_19_39_56_709.jpg,0,0,0,8.623447
IMG/center_2021_04_13_19_39_56_780.jpg,IMG/left_2021_04_13_19_39_56_780.jpg,IMG/right_2021_04_13_19_39_56_780.jpg,0,0,0,8.554136
IMG/center_2021_04_13_19_39_56_857.jpg,IMG/left_2021_04_13_19_39_56_857.jpg,IMG/right_2021_04_13_19_39_56_857.jpg,0,0.0924765,0,8.51195
IMG/center_2021_04_13_19_39_56_925.jpg,IMG/left_2021_04_13_19_39_56_925.jpg,IMG/right_2021_04_13_19_39_56_925.jpg,0,0.2582334,0,8.598369
IMG/center_2021_04_13_19_39_56_993.jpg,IMG/left_2021_04_13_19_39_56_993.jpg,IMG/right_2021_04_13_19_39_56_993.jpg,0,0.4997043,0,8.917099
IMG/center_2021_04_13_19_39_57_064.jpg,IMG/left_2021_04_13_19_39_57_064.jpg,IMG/right_2021_04_13_19_39_57_064.jpg,0,0.5809533,0,9.292152
IMG/center_2021_04_13_19_39_57_134.jpg,IMG/left_2021_04_13_19_39_57_134.jpg,IMG/right_2021_04_13_19_39_57_134.jpg,0,0.3316248,0,9.640089
IMG/center_2021_04_13_19_39_57_203.jpg,IMG/left_2021_04_13_19_39_57_203.jpg,IMG/right_2021_04_13_19_39_57_203.jpg,0,0.1245597,0,9.739791
IMG/center_2021_04_13_19_39_57_272.jpg,IMG/left_2021_04_13_19_39_57_272.jpg,IMG/right_2021_04_13_19_39_57_272.jpg,0,0,0,9.693057
IMG/center_2021_04_13_19_39_57_344.jpg,IMG/left_2021_04_13_19_39_57_344.jpg,IMG/right_2021_04_13_19_39_57_344.jpg,0,0,0,9.634569
IMG/center_2021_04_13_19_39_57_414.jpg,IMG/left_2021_04_13_19_39_57_414.jpg,IMG/right_2021_04_13_19_39_57_414.jpg,0,0,0,9.55713
IMG/center_2021_04_13_19_39_57_489.jpg,IMG/left_2021_04_13_19_39_57_489.jpg,IMG/right_2021_04_13_19_39_57_489.jpg,0,0,0,9.499458
IMG/center_2021_04_13_19_39_57_557.jpg,IMG/left_2021_04_13_19_39_57_557.jpg,IMG/right_2021_04_13_19_39_57_557.jpg,0,0,0,9.4231
IMG/center_2021_04_13_19_39_57_630.jpg,IMG/left_2021_04_13_19_39_57_630.jpg,IMG/right_2021_04_13_19_39_57_630.jpg,0,0,0,9.347359
IMG/center_2021_04_13_19_39_57_704.jpg,IMG/left_2021_04_13_19_39_57_704.jpg,IMG/right_2021_04_13_19_39_57_704.jpg,0,0,0,9.29095
IMG/center_2021_04_13_19_39_57_776.jpg,IMG/left_2021_04_13_19_39_57_776.jpg,IMG/right_2021_04_13_19_39_57_776.jpg,0,0,0,9.21627
IMG/center_2021_04_13_19_39_57_849.jpg,IMG/left_2021_04_13_19_39_57_849.jpg,IMG/right_2021_04_13_19_39_57_849.jpg,0,0,0,9.160654
IMG/center_2021_04_13_19_39_57_922.jpg,IMG/left_2021_04_13_19_39_57_922.jpg,IMG/right_2021_04_13_19_39_57_922.jpg,0,0,0,9.087023
IMG/center_2021_04_13_19_39_57_997.jpg,IMG/left_2021_04_13_19_39_57_997.jpg,IMG/right_2021_04_13_19_39_57_997.jpg,0,0,0,9.013978
IMG/center_2021_04_13_19_39_58_069.jpg,IMG/left_2021_04_13_19_39_58_069.jpg,IMG/right_2021_04_13_19_39_58_069.jpg,0,0,0,8.959583
IMG/center_2021_04_13_19_39_58_143.jpg,IMG/left_2021_04_13_19_39_58_143.jpg,IMG/right_2021_04_13_19_39_58_143.jpg,0,0,0,8.88757
IMG/center_2021_04_13_19_39_58_216.jpg,IMG/left_2021_04_13_19_39_58_216.jpg,IMG/right_2021_04_13_19_39_58_216.jpg,0,0,0,8.816135
IMG/center_2021_04_13_19_39_58_289.jpg,IMG/left_2021_04_13_19_39_58_289.jpg,IMG/right_2021_04_13_19_39_58_289.jpg,0,0,0,8.762938
IMG/center_2021_04_13_19_39_58_364.jpg,IMG/left_2021_04_13_19_39_58_364.jpg,IMG/right_2021_04_13_19_39_58_364.jpg,0,0,0,8.692507
IMG/center_2021_04_13_19_39_58_438.jpg,IMG/left_2021_04_13_19_39_58_438.jpg,IMG/right_2021_04_13_19_39_58_438.jpg,0,0,0,8.62264
IMG/center_2021_04_13_19_39_58_511.jpg,IMG/left_2021_04_13_19_39_58_511.jpg,IMG/right_2021_04_13_19_39_58_511.jpg,0,0,0,8.553336
IMG/center_2021_04_13_19_39_58_586.jpg,IMG/left_2021_04_13_19_39_58_586.jpg,IMG/right_2021_04_13_19_39_58_586.jpg,0,0,0,8.501722
IMG/center_2021_04_13_19_39_58_658.jpg,IMG/left_2021_04_13_19_39_58_658.jpg,IMG/right_2021_04_13_19_39_58_658.jpg,0,0,0,8.433391
IMG/center_2021_04_13_19_39_58_732.jpg,IMG/left_2021_04_13_19_39_58_732.jpg,IMG/right_2021_04_13_19_39_58_732.jpg,0,0,0,8.365608
IMG/center_2021_04_13_19_39_58_805.jpg,IMG/left_2021_04_13_19_39_58_805.jpg,IMG/right_2021_04_13_19_39_58_805.jpg,0,0,0,8.315128
IMG/center_2021_04_13_19_39_58_880.jpg,IMG/left_2021_04_13_19_39_58_880.jpg,IMG/right_2021_04_13_19_39_58_880.jpg,0,0,0,8.248295
IMG/center_2021_04_13_19_39_58_955.jpg,IMG/left_2021_04_13_19_39_58_955.jpg,IMG/right_2021_04_13_19_39_58_955.jpg,0,0,0,8.181999
IMG/center_2021_04_13_19_39_59_031.jpg,IMG/left_2021_04_13_19_39_59_031.jpg,IMG/right_2021_04_13_19_39_59_031.jpg,0,0,0,8.116238
IMG/center_2021_04_13_19_39_59_104.jpg,IMG/left_2021_04_13_19_39_59_104.jpg,IMG/right_2021_04_13_19_39_59_104.jpg,0,0,0,8.067265
IMG/center_2021_04_13_19_39_59_180.jpg,IMG/left_2021_04_13_19_39_59_180.jpg,IMG/right_2021_04_13_19_39_59_180.jpg,0,0,0,8.002424
IMG/center_2021_04_13_19_39_59_253.jpg,IMG/left_2021_04_13_19_39_59_253.jpg,IMG/right_2021_04_13_19_39_59_253.jpg,0,0,0,7.938105
IMG/center_2021_04_13_19_39_59_325.jpg,IMG/left_2021_04_13_19_39_59_325.jpg,IMG/right_2021_04_13_19_39_59_325.jpg,0,0,0,7.890204
IMG/center_2021_04_13_19_39_59_401.jpg,IMG/left_2021_04_13_19_39_59_401.jpg,IMG/right_2021_04_13_19_39_59_401.jpg,0,0,0,7.826787
IMG/center_2021_04_13_19_39_59_477.jpg,IMG/left_2021_04_13_19_39_59_477.jpg,IMG/right_2021_04_13_19_39_59_477.jpg,0,0,0,7.763879
IMG/center_2021_04_13_19_39_59_558.jpg,IMG/left_2021_04_13_19_39_59_558.jpg,IMG/right_2021_04_13_19_39_59_558.jpg,0,0.2394072,0,7.836065
IMG/center_2021_04_13_19_39_59_634.jpg,IMG/left_2021_04_13_19_39_59_634.jpg,IMG/right_2021_04_13_19_39_59_634.jpg,0,0.4687806,0,8.136003
IMG/center_2021_04_13_19_39_59_702.jpg,IMG/left_2021_04_13_19_39_59_702.jpg,IMG/right_2021_04_13_19_39_59_702.jpg,0,0.6708081,0,8.523731
IMG/center_2021_04_13_19_39_59_773.jpg,IMG/left_2021_04_13_19_39_59_773.jpg,IMG/right_2021_04_13_19_39_59_773.jpg,0,0.8842371,0,9.221567
IMG/center_2021_04_13_19_39_59_841.jpg,IMG/left_2021_04_13_19_39_59_841.jpg,IMG/right_2021_04_13_19_39_59_841.jpg,0,1,0,9.87861
IMG/center_2021_04_13_19_39_59_924.jpg,IMG/left_2021_04_13_19_39_59_924.jpg,IMG/right_2021_04_13_19_39_59_924.jpg,0,1,0,10.7663
IMG/center_2021_04_13_19_39_59_995.jpg,IMG/left_2021_04_13_19_39_59_995.jpg,IMG/right_2021_04_13_19_39_59_995.jpg,0,0.7887091,0,11.63227
IMG/center_2021_04_13_19_40_00_083.jpg,IMG/left_2021_04_13_19_40_00_083.jpg,IMG/right_2021_04_13_19_40_00_083.jpg,0,0.521977,0,12.03473
IMG/center_2021_04_13_19_40_00_152.jpg,IMG/left_2021_04_13_19_40_00_152.jpg,IMG/right_2021_04_13_19_40_00_152.jpg,0,0.3153913,0,12.46708
IMG/center_2021_04_13_19_40_00_220.jpg,IMG/left_2021_04_13_19_40_00_220.jpg,IMG/right_2021_04_13_19_40_00_220.jpg,0,0.1141153,0,12.35463
IMG/center_2021_04_13_19_40_00_287.jpg,IMG/left_2021_04_13_19_40_00_287.jpg,IMG/right_2021_04_13_19_40_00_287.jpg,0,0,0,12.36402
IMG/center_2021_04_13_19_40_00_359.jpg,IMG/left_2021_04_13_19_40_00_359.jpg,IMG/right_2021_04_13_19_40_00_359.jpg,0,0,0,12.25706
IMG/center_2021_04_13_19_40_00_433.jpg,IMG/left_2021_04_13_19_40_00_433.jpg,IMG/right_2021_04_13_19_40_00_433.jpg,0.1,0,0,12.19022
IMG/center_2021_04_13_19_40_00_503.jpg,IMG/left_2021_04_13_19_40_00_503.jpg,IMG/right_2021_04_13_19_40_00_503.jpg,0.25,0,0,12.06923
IMG/center_2021_04_13_19_40_00_574.jpg,IMG/left_2021_04_13_19_40_00_574.jpg,IMG/right_2021_04_13_19_40_00_574.jpg,0.45,0,0,11.91251
IMG/center_2021_04_13_19_40_00_645.jpg,IMG/left_2021_04_13_19_40_00_645.jpg,IMG/right_2021_04_13_19_40_00_645.jpg,0,0,0,11.76064
IMG/center_2021_04_13_19_40_00_714.jpg,IMG/left_2021_04_13_19_40_00_714.jpg,IMG/right_2021_04_13_19_40_00_714.jpg,0,0,0,11.65917
IMG/center_2021_04_13_19_40_00_782.jpg,IMG/left_2021_04_13_19_40_00_782.jpg,IMG/right_2021_04_13_19_40_00_782.jpg,0,0,0,11.69445
IMG/center_2021_04_13_19_40_00_851.jpg,IMG/left_2021_04_13_19_40_00_851.jpg,IMG/right_2021_04_13_19_40_00_851.jpg,0,0,0,11.51933
IMG/center_2021_04_13_19_40_00_919.jpg,IMG/left_2021_04_13_19_40_00_919.jpg,IMG/right_2021_04_13_19_40_00_919.jpg,0,0,0,11.60579
IMG/center_2021_04_13_19_40_00_987.jpg,IMG/left_2021_04_13_19_40_00_987.jpg,IMG/right_2021_04_13_19_40_00_987.jpg,0,0,0,11.43355
IMG/center_2021_04_13_19_40_01_056.jpg,IMG/left_2021_04_13_19_40_01_056.jpg,IMG/right_2021_04_13_19_40_01_056.jpg,0,0,0,11.25025
IMG/center_2021_04_13_19_40_01_129.jpg,IMG/left_2021_04_13_19_40_01_129.jpg,IMG/right_2021_04_13_19_40_01_129.jpg,0,0,0,11.2507
IMG/center_2021_04_13_19_40_01_197.jpg,IMG/left_2021_04_13_19_40_01_197.jpg,IMG/right_2021_04_13_19_40_01_197.jpg,0,0.2498604,0,11.35448
IMG/center_2021_04_13_19_40_01_265.jpg,IMG/left_2021_04_13_19_40_01_265.jpg,IMG/right_2021_04_13_19_40_01_265.jpg,0,0.4516782,0,11.30469
IMG/center_2021_04_13_19_40_01_333.jpg,IMG/left_2021_04_13_19_40_01_333.jpg,IMG/right_2021_04_13_19_40_01_333.jpg,0.05,0.6580158,0,11.41711
IMG/center_2021_04_13_19_40_01_402.jpg,IMG/left_2021_04_13_19_40_01_402.jpg,IMG/right_2021_04_13_19_40_01_402.jpg,0.2,0.8657775,0,11.78081
IMG/center_2021_04_13_19_40_01_475.jpg,IMG/left_2021_04_13_19_40_01_475.jpg,IMG/right_2021_04_13_19_40_01_475.jpg,0.4,1,0,12.54714
IMG/center_2021_04_13_19_40_01_542.jpg,IMG/left_2021_04_13_19_40_01_542.jpg,IMG/right_2021_04_13_19_40_01_542.jpg,0,0.8562562,0,13.0977
IMG/center_2021_04_13_19_40_01_622.jpg,IMG/left_2021_04_13_19_40_01_622.jpg,IMG/right_2021_04_13_19_40_01_622.jpg,0,0.6172369,0,13.24011
